session_id,keywords,video_viewcount,video_favourite_count,video_rating_count,video_rating_average,video_comments_count,like_count,dislike_count,uploader_followers_count,uploader_video_count,uploader_friends,uploader_views_count,uploader_age,max_quality,video_age
39,15,2050,0.1,1,5,2,1,0.1,20,13,0.1,294074,36,1,734.2353125
39,15,2073,0.1,1,5,2,1,0.1,20,13,0.1,297537,36,1,741.2401389
39,15,2095,0.1,1,5,2,1,0.1,20,13,0.1,300957,36,1,748.2436111
37,13,2551,5,8,5,0.1,8,0.1,49,29,17,59713,26.9357713,5,819.663831
37,13,2578,4,8,5,0.1,8,0.1,49,29,17,60415,26.9357713,5,826.6661111
37,13,2598,4,8,5,0.1,8,0.1,50,29,17,61048,26.9357713,5,833.6707407
43,23,232707,547,260,4.923077,68,255.000005,4.999995,747,94,110,3555512,26,4,472.6081134
43,23,240543,557,268,4.925373,68,262.999991,5.000009,761,94,110,3670139,26,4,479.6158681
43,23,247709,571,275,4.927273,69,270.0000188,4.99998125,776,94,110,3781186,26,4,486.5818519
5,6,1438,2,1,5,0.1,1,0.1,17,78,4,289898,54,2,372.7302662
5,6,1459,2,1,5,0.1,1,0.1,17,78,4,292322,54,2,379.7324074
5,6,1472,2,1,5,0.1,1,0.1,17,78,4,294869,54,2,386.7344329
47,6,4293,2,3,5,2,3,0.1,2,6,0.1,6432,27,3,29.58398148
47,6,5174,3,3,5,2,3,0.1,2,6,0.1,7413,27,3,36.59290509
47,6,5850,4,4,5,2,4,0.1,2,6,0.1,8217,27,3,43.6012963
30,4,11934,9,9,5,20,9,0.1,159,97,14,1446293,23,1,784.5099306
30,4,12068,9,9,5,20,9,0.1,161,98,14,1459190,23,1,791.5141435
30,4,12201,9,9,5,20,9,0.1,162,98,14,1473226,23,1,798.5190162
25,5,860,1,0.1,0.1,0.1,0.1,0.1,1,32,0.1,23934,26.9357713,1,458.7320255
25,5,911,1,0.1,0.1,0.1,0.1,0.1,1,32,0.1,24289,26.9357713,1,465.7391782
25,5,927,1,0.1,0.1,0.1,0.1,0.1,1,32,0.1,24578,26.9357713,1,472.7440972
37,9,2697,3,2,5,6,2,0.1,13,14,0.1,97197,27,1,1023.107164
37,9,2697,3,2,5,6,2,0.1,13,14,0.1,97315,27,1,1030.109988
37,9,2697,3,2,5,6,2,0.1,13,14,0.1,97424,27,1,1037.11412
28,4,207,1,1,5,0.1,1,0.1,4,5,0.1,275,25,2,30.975625
28,4,442,3,1,5,0.1,1,0.1,4,5,0.1,521,25,2,37.97994213
28,4,881,4,3,5,0.1,3,0.1,4,5,0.1,952,25,2,44.98340278
21,5,13085,17,9,4.111111,4,7,2,127,96,17,1494694,26,1,1022.221898
21,5,13189,17,9,4.111111,4,7,2,131,96,17,1517185,26,1,1029.225845
21,5,13304,17,9,4.111111,4,7,2,134,96,17,1538574,26,1,1036.230324
18,29,7682,52,36,4.888889,8,35.000001,0.999999,598,23,190,908678,23,4,319.3971412
18,29,7759,51,36,4.888889,8,35.000001,0.999999,601,23,190,932264,23,4,326.4016667
18,29,7838,51,36,4.888889,8,35.000001,0.999999,607,23,190,955999,23,4,333.4096412
30,2,14246,29,1,5,0.1,1,0.1,12,111,0.1,87012,26.9357713,2,219.6348727
30,2,14843,29,2,5,0.1,2,0.1,13,111,7,91219,26.9357713,2,226.6388657
30,2,15493,31,2,5,1,2,0.1,14,111,7,95963,26.9357713,2,233.6437731
4,4,28,0.1,1,1,0.1,0.1,1,33,475,4,262909,25,1,175.7244444
4,4,28,0.1,1,1,0.1,0.1,1,33,470,4,270360,25,1,182.7285301
4,4,28,0.1,1,1,0.1,0.1,1,33,470,4,277673,25,1,189.7319329
3,11,8842,9,0.1,0.1,1,0.1,0.1,7,21,0.1,155820,29,2,721.033588
3,11,9017,9,0.1,0.1,1,0.1,0.1,7,21,0.1,158040,29,2,728.0381019
3,11,9177,10,0.1,0.1,1,0.1,0.1,7,21,0.1,160318,29,2,735.0418981
37,9,32,0.1,0.1,0.1,0.1,0.1,0.1,33,66,5,93954,26.9357713,2,912.4382292
37,9,32,0.1,0.1,0.1,0.1,0.1,0.1,33,66,5,95124,26.9357713,2,919.4416898
37,9,32,0.1,0.1,0.1,0.1,0.1,0.1,33,66,5,96234,26.9357713,2,926.445162
48,2,45,0.1,0.1,0.1,0.1,0.1,0.1,3,136,0.1,33475,28,3,42.66541667
48,2,46,0.1,0.1,0.1,0.1,0.1,0.1,3,136,0.1,38604,28,3,49.66829861
48,2,51,0.1,0.1,0.1,0.1,0.1,0.1,4,136,0.1,43724,28,3,56.67390046
30,9,20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7,0.1,52,20,1,34.30997685
30,9,24,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,64,20,1,41.31341435
30,9,27,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,71,20,1,48.31685185
40,50,1727,2,3,5,0.1,3,0.1,54,107,29,277539,20,5,130.3463657
40,50,1792,2,3,5,0.1,3,0.1,56,114,29,325389,20,5,137.351875
40,50,1845,2,3,5,0.1,3,0.1,60,127,31,387589,20,5,144.355081
25,5,9076,15,6,4.3333335,3,5.00000025,0.99999975,2,4,0.1,9239,18,1,616.5829167
25,5,9542,16,6,4.3333335,3,5.00000025,0.99999975,2,4,0.1,9701,18,1,623.5884954
25,5,10061,17,6,4.3333335,3,5.00000025,0.99999975,2,4,0.1,10222,19,1,630.5954051
18,7,24060,186,93,5,45,93,0.1,126,44,0.1,184918,26.9357713,2,540.2141435
18,7,25376,190,98,5,45,98,0.1,128,44,0.1,191420,26.9357713,2,547.2227199
18,7,26349,195,100,5,45,100,0.1,129,44,0.1,197595,26.9357713,2,554.2271875
47,4,852,2,0.1,0.1,0.1,0.1,0.1,16,27,28,15260,25,4,72.46275463
47,4,895,2,0.1,0.1,0.1,0.1,0.1,16,27,28,16505,25,4,79.47337963
47,4,935,3,0.1,0.1,0.1,0.1,0.1,16,27,28,17781,25,4,86.47878472
10,1,30833,63,20,4.8,6,19,1,186,122,0.1,1235498,21,4,486.6939468
10,1,31930,64,19,4.7894735,6,17.99999913,1.000000875,193,122,0.1,1276536,21,4,493.6960995
10,1,33002,69,19,4.7894735,6,17.99999913,1.000000875,196,122,0.1,1316461,21,4,500.6981944
14,0.1,611,0.1,2,5,2,2,0.1,1,16,2,5968,19,5,68.18
14,0.1,667,0.1,2,5,2,2,0.1,1,17,2,6697,19,5,76.16256944
14,0.1,680,0.1,2,5,2,2,0.1,1,17,2,7316,19,5,83.24106481
34,3,33212,253,120,4.8333335,49,115,5,7,7,18,59672,18,1,947.6403009
34,3,33505,253,122,4.836066,49,117,5,7,7,18,59966,18,1,954.6556829
34,3,34192,258,125,4.84,49,120,5,7,7,18,60655,18,1,976.2058333
21,2,1045,1,1,1,0.1,0.1,1,63,18,104,415850,23,2,1441.325822
21,2,1047,1,1,1,0.1,0.1,1,63,18,104,418772,23,2,1448.329225
21,2,1048,1,1,1,0.1,0.1,1,63,18,110,421671,23,2,1455.333252
38,1,20688,34,102,4.9607844,53,101,1,463,83,414,3740856,16,4,7.505162037
38,1,21624,36,103,4.961165,53,102,1,466,86,425,3780024,16,4,14.51472222
38,1,21690,36,103,4.961165,53,102,1,472,86,429,3819048,16,4,21.52251157
24,2,188,0.1,0.1,0.1,0.1,0.1,0.1,2,13,0.1,4134,18,1,426.4284606
24,2,191,0.1,0.1,0.1,0.1,0.1,0.1,2,13,0.1,4226,18,1,433.4298958
24,2,192,0.1,0.1,0.1,0.1,0.1,0.1,2,13,0.1,4339,18,1,440.432037
37,5,341,0.1,1,5,1,1,0.1,166,54,53,1579215,26.9357713,1,988.5581829
37,5,341,0.1,1,5,1,1,0.1,169,54,53,1602947,26.9357713,1,995.5627199
37,5,341,0.1,1,5,1,1,0.1,171,54,53,1625956,26.9357713,1,1002.565382
11,4,2567,9,4,5,2,4,0.1,174,100,88,455307,20,3,778.9741898
11,4,2598,9,4,5,2,4,0.1,173,100,88,461117,20,3,785.9795023
11,4,2652,9,4,5,2,4,0.1,175,100,88,466112,20,3,792.9823727
29,1,2041,4,0.1,0.1,0.1,0.1,0.1,47,34,1,627402,22,1,740.1722454
29,1,2050,4,0.1,0.1,0.1,0.1,0.1,47,34,1,633622,22,1,747.1756366
29,1,2052,4,0.1,0.1,0.1,0.1,0.1,46,34,1,639527,22,1,754.1784838
44,3,14223,10,2,5,1,2,0.1,13,12,0.1,50694,28,1,847.2397801
44,3,14316,10,2,5,1,2,0.1,13,12,0.1,51483,28,1,854.2494676
44,3,14418,10,2,5,1,2,0.1,13,12,0.1,52399,28,1,861.2571644
18,8,24049,95,35,4.885714,11,33.9999975,1.0000025,64,46,5,150707,32,4,519.846412
18,8,24321,96,36,4.888889,11,35.000001,0.999999,66,46,5,154022,32,4,526.8539236
18,8,24573,96,36,4.888889,11,35.000001,0.999999,67,46,5,157439,32,4,533.8622454
48,2,1485,1,0.1,0.1,0.1,0.1,0.1,15,20,0.1,221225,35,1,720.9005556
48,2,1494,1,0.1,0.1,0.1,0.1,0.1,15,20,0.1,225573,35,1,727.9035069
48,2,1497,1,0.1,0.1,0.1,0.1,0.1,15,20,0.1,229781,35,1,734.9091088
11,3,3429,5,4,5,1,4,0.1,0.1,1,0.1,3429,29,2,545.0284028
11,3,3465,5,4,5,1,4,0.1,0.1,1,0.1,3465,29,2,552.0344213
11,3,3509,5,4,5,1,4,0.1,0.1,1,0.1,3509,29,2,559.0379051
32,22,733,1,2,5,2,2,0.1,258,603,163,3856948,35,2,782.1909838
32,22,736,1,2,5,2,2,0.1,259,603,163,3900296,35,2,789.1938426
32,22,736,1,2,5,2,2,0.1,262,603,163,3946485,35,2,796.195162
30,5,1875803,4378,1320,4.787879,1015,1250.00007,69.99993,408,6,33,5207102,26.9357713,1,1705.538958
30,5,1897203,4409,1336,4.787425,1023,1264.99995,71.00005,409,6,33,5237493,26.9357713,1,1712.542546
30,5,1918470,4442,1352,4.789941,1032,1281.000058,70.999942,409,6,33,5267049,26.9357713,1,1719.547049
10,3,15160,7,2,5,0.1,2,0.1,15,54,4,302871,18,3,483.2937963
10,3,16489,7,2,5,0.1,2,0.1,16,54,4,312124,18,3,490.2962037
10,3,17819,7,2,5,0.1,2,0.1,16,54,4,319932,18,3,497.2982639
24,7,5343,8,5,5,2,5,0.1,221,32,1,3375629,25,2,1062.80015
24,7,5395,8,5,5,2,5,0.1,224,32,1,3428345,25,2,1069.802269
24,7,5445,8,5,5,2,5,0.1,226,32,1,3480877,25,2,1076.804306
40,7,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,2,25,4,0.237222222
40,7,5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,5,25,4,7.24287037
40,7,5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,0.1,5,25,4,14.24636574
1,16,6306,5,21,4.428571,6,18,3,21,16,17,23683,27,4,331.4730787
1,16,6343,5,22,4.2727275,6,18,4,21,16,17,24118,27,4,338.4881134
1,16,6421,5,23,4.304348,6,19,4,21,16,17,25380,27,4,360.0378588
29,7,1024461,2557,854,4.911007,370,834.9999945,19.0000055,340,191,28,2984974,22,2,912.525
29,7,1036402,2589,876,4.913242,373,856.999998,19.000002,350,191,28,3028576,22,2,919.5277199
29,7,1050143,2626,886,4.9097066,375,866.0000119,19.9999881,352,191,28,3074091,22,2,926.5305787
23,23,26111,100,46,4.9130435,21,45.00000025,0.99999975,1404,109,380,2645133,26.9357713,4,362.0539583
23,23,26972,102,46,4.9130435,21,45.00000025,0.99999975,1458,110,393,2817917,26.9357713,4,369.0572685
23,23,27753,107,46,4.9130435,21,45.00000025,0.99999975,1506,110,406,2964086,26.9357713,4,376.0621065
41,4,16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,0.1,68,15,3,128.3329051
41,4,16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,0.1,69,15,3,135.3370602
41,4,16,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5,0.1,70,15,3,142.3412616
4,16,131042,303,104,4.8846154,40,101,3,245,11,0.1,1388674,24,2,678.4050116
4,18,135099,310,104,4.8846154,40,101,3,250,10,0.1,1426284,24,2,685.4101852
4,18,139041,317,106,4.8867927,41,103,3,251,10,0.1,1458258,24,2,692.4135995
39,6,28,0.1,0.1,0.1,0.1,0.1,0.1,3,441,0.1,26767,33,1,129.0289236
39,6,29,0.1,0.1,0.1,0.1,0.1,0.1,3,441,0.1,28201,33,1,136.0327083
39,6,30,0.1,0.1,0.1,0.1,0.1,0.1,3,441,0.1,29959,33,1,143.0375
20,21,84894,142,36,4.6666665,23,32.9999985,3.0000015,441,83,246,3401524,24,3,827.7311806
20,21,85953,145,36,4.6666665,23,32.9999985,3.0000015,445,83,246,3444730,24,3,834.7401042
20,21,87009,147,36,4.6666665,23,32.9999985,3.0000015,448,83,246,3485390,24,3,841.7048611
10,1,99,0.1,0.1,0.1,0.1,0.1,0.1,31,86,10,66249,18,1,436.8096644
10,1,107,0.1,0.1,0.1,0.1,0.1,0.1,32,86,10,66657,18,1,443.8127431
10,1,109,0.1,0.1,0.1,0.1,0.1,0.1,32,86,10,67007,18,1,450.814213
44,4,3226,0.1,2,5,0.1,2,0.1,139,29,413,25800,29,1,479.2842014
44,4,3452,0.1,2,5,0.1,2,0.1,139,29,413,27077,29,1,486.2946412
44,4,3640,0.1,2,5,0.1,2,0.1,140,29,432,28410,29,1,493.299456
6,6,2733,3,1,5,0.1,1,0.1,4,102,0.1,67615,20,1,464.0082292
6,6,2836,3,1,5,0.1,1,0.1,5,102,0.1,69437,20,1,471.0109491
6,6,2944,3,1,5,0.1,1,0.1,6,102,0.1,71179,20,1,478.0129861
45,11,35658,57,29,5,16,29,0.1,802,381,23,3999894,35,5,504.3387847
45,11,35985,59,30,5,17,30,0.1,823,388,23,4247173,35,5,511.3409375
45,11,36270,59,30,5,17,30,0.1,849,393,20,4471370,36,5,518.3430208
14,15,116947,185,210,4.885714,84,204,6,168,35,18,741846,18,5,150.820544
14,15,122862,185,212,4.8867927,84,206,6,169,37,18,761063,18,5,158.8031713
14,15,127487,184,212,4.8867927,84,206,6,171,37,18,773808,18,5,165.8814699
1,21,28706,18,17,4.7647057,44,15.99999923,1.000000775,9,63,138,162423,33,4,420.9729051
1,21,28959,18,17,4.7647057,44,15.99999923,1.000000775,10,63,138,163482,33,4,427.9879745
1,21,29487,18,17,4.7647057,44,15.99999923,1.000000775,10,63,139,166720,33,4,449.5377315
44,9,142317,1,160,4.525,37,141,19,560,27,1,4742212,29,1,1731.426505
44,9,142397,1,160,4.525,37,141,19,560,27,1,4753317,29,1,1738.436921
44,9,142479,1,160,4.525,38,141,19,559,27,1,4764307,29,1,1745.44316
40,6,4475,9,10,5,8,10,0.1,54,90,72,335862,26,4,131.1367014
40,6,4494,9,10,5,8,10,0.1,56,90,72,342421,26,4,138.1423032
40,6,4516,9,10,5,8,10,0.1,56,90,72,348939,26,4,145.1455671
44,3,23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,255,22,1,15.736875
44,3,23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,258,22,1,22.74476852
44,3,23,0.1,0.1,0.1,0.1,0.1,0.1,0.1,8,0.1,261,22,1,29.75375
48,8,45,0.1,0.1,0.1,0.1,0.1,0.1,2,43,0.1,1764,26.9357713,4,48.47387731
48,8,47,0.1,0.1,0.1,0.1,0.1,0.1,2,43,0.1,1968,26.9357713,4,55.47795139
48,8,48,0.1,0.1,0.1,0.1,0.1,0.1,2,43,0.1,2192,26.9357713,4,62.48206019
37,13,11385,10,8,5,10,8,0.1,624,80,86,5939348,36,1,1071.432257
37,13,11487,10,8,5,10,8,0.1,629,80,86,5977945,36,1,1078.436157
37,13,11573,10,8,5,11,8,0.1,631,80,86,6014787,36,1,1085.439641
9,19,109024,305,74,4.8378377,33,70.99999745,3.00000255,451,83,246,3593330,24,3,783.6507986
9,19,109455,306,75,4.84,33,72,3,456,83,246,3635273,24,3,790.6541667
9,19,109859,306,75,4.84,33,72,3,458,83,246,3676759,24,3,797.6559028
11,22,31147,30,18,5,6,18,0.1,4,10,0.1,63460,26.9357713,1,700.0232755
11,22,31712,30,18,5,6,18,0.1,4,10,0.1,64104,26.9357713,1,707.0295023
11,22,32281,32,18,5,6,18,0.1,4,10,0.1,64764,26.9357713,1,714.0323958
23,6,1409,0.1,0.1,0.1,0.1,0.1,0.1,18,29,5,250723,26.9357713,1,843.3971759
23,6,1424,0.1,0.1,0.1,0.1,0.1,0.1,18,29,5,254779,26.9357713,1,850.4017361
23,6,1435,0.1,0.1,0.1,0.1,0.1,0.1,18,29,5,258523,26.9357713,1,857.4066088
7,4,10629,3,5,5,0.1,5,0.1,18,26,8,48934,22,1,713.6669792
7,4,10866,3,5,5,0.1,5,0.1,18,26,8,49831,22,1,720.6697569
7,4,11152,4,5,5,0.1,5,0.1,18,26,8,50746,22,1,727.6732407
6,1,575,1,1,5,0.1,1,0.1,42,25,77,55495,22,2,479.3671296
6,1,588,1,1,5,0.1,1,0.1,41,25,77,56667,23,2,486.3691667
6,1,591,1,1,5,0.1,1,0.1,41,25,77,57815,23,2,493.3713194
16,9,85,0.1,0.1,0.1,0.1,0.1,0.1,19,168,1,187516,26,4,225.4318287
16,9,89,0.1,0.1,0.1,0.1,0.1,0.1,23,168,1,203260,26,4,232.4349421
16,9,89,0.1,0.1,0.1,0.1,0.1,0.1,25,168,1,217409,26,4,239.4384491
40,2,5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,28,0.1,435,16,2,20.32556713
40,2,6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,28,0.1,510,16,2,27.33112269
40,2,6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,28,0.1,631,16,2,34.33392361
3,46,44823,61,29,4.862069,3,28,1,1845,345,552,1216478,32,4,112.9798958
3,46,53189,70,32,4.875,3,31,1,1853,345,555,1284863,32,4,119.9839815
3,46,61152,85,40,4.8,3,38,2,1864,345,555,1353364,32,4,126.9883681
29,7,12668,99,32,5,8,32,0.1,93,16,8,534634,26,3,697.6001736
29,7,12817,99,32,5,8,32,0.1,95,16,8,548726,27,3,704.6025347
29,7,12894,99,32,5,8,32,0.1,98,16,18,562237,27,3,711.6064468
48,3,449,1,0.1,0.1,0.1,0.1,0.1,5,16,2,9786,26.9357713,1,373.6420139
48,3,460,1,0.1,0.1,0.1,0.1,0.1,5,16,2,9882,26.9357713,1,380.6463542
48,3,468,1,0.1,0.1,0.1,0.1,0.1,5,16,2,9965,26.9357713,1,387.6490394
6,2,223,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7,0.1,511,24,1,514.4940046
6,2,229,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7,0.1,519,24,1,521.4959954
6,2,232,0.1,0.1,0.1,0.1,0.1,0.1,0.1,7,0.1,525,24,1,528.4987616
16,12,79785,209,85,4.9058824,26,83.000001,1.999999,270,40,71,1960662,26.9357713,2,869.5648032
16,12,82273,211,86,4.9069767,26,83.99999905,2.00000095,273,40,71,1982268,26.9357713,2,876.5681713
16,12,84675,213,90,4.911111,27,87.9999975,2.0000025,274,40,71,2003259,26.9357713,2,883.5729051
12,2,2991,8,3,5,2,3,0.1,19,44,1,54092,21,4,158.5418403
12,2,5202,15,5,5,5,5,0.1,19,44,1,59336,21,4,165.5460185
12,2,8505,19,11,5,9,11,0.1,21,44,1,65908,21,4,172.5502083
30,5,923,5,2,5,0.1,2,0.1,10,21,7,27868,26.9357713,4,707.9478472
30,5,927,5,2,5,0.1,2,0.1,10,21,7,28399,26.9357713,4,714.9525463
30,5,930,5,2,5,0.1,2,0.1,10,21,7,29016,26.9357713,4,721.9556713
38,28,1834,3,10,4.6,1,9,1,11,42,27,13521,22,4,9.139375
38,28,1875,5,10,4.6,1,9,1,11,42,27,14782,22,4,16.14834491
38,28,1904,6,10,4.6,1,9,1,11,42,28,16292,22,4,23.15565972
18,2,2338,16,8,5,1,8,0.1,1,1,0.1,2338,24,2,1831.685266
18,2,2349,16,8,5,1,8,0.1,1,1,0.1,2349,24,2,1838.692755
18,2,2358,16,8,5,1,8,0.1,1,1,0.1,2358,24,2,1845.698993
19,21,12889,10,5,5,2,5,0.1,54,144,132,251639,20,2,57.58939815
19,21,14325,11,5,5,2,5,0.1,55,153,133,269787,20,2,64.59350694
19,21,15512,11,5,5,2,5,0.1,56,163,135,289828,20,2,71.59951389
4,9,4547,12,7,5,2,7,0.1,11,23,3,35165,28,2,221.9241435
4,9,4940,13,9,5,2,9,0.1,12,23,3,37667,28,2,228.9293287
4,9,5283,13,10,5,2,10,0.1,12,23,3,39899,28,2,235.9328241
25,1,500,1,0.1,0.1,0.1,0.1,0.1,102,130,134,1089356,23,1,826.6625579
25,1,510,1,0.1,0.1,0.1,0.1,0.1,103,130,134,1104994,23,1,833.6696991
25,1,517,1,0.1,0.1,0.1,0.1,0.1,104,130,133,1120224,23,1,840.6763542
23,3,49720,111,54,5,16,54,0.1,5,2,0.1,53985,31,2,1167.452859
23,3,49925,112,54,5,16,54,0.1,5,2,0.1,54195,31,2,1174.457963
23,3,50143,112,54,5,16,54,0.1,5,2,0.1,54419,31,2,1181.463275
39,5,899,0.1,0.1,0.1,0.1,0.1,0.1,26,119,6,169004,21,2,166.6697454
39,5,916,0.1,0.1,0.1,0.1,0.1,0.1,26,119,6,176213,21,2,173.6737963
39,5,926,0.1,0.1,0.1,0.1,0.1,0.1,26,116,6,187352,21,2,180.6768866
20,6,92979,48,22,4.6363635,8,19.99999925,2.00000075,19,11,11,195694,26.9357713,1,1082.394456
20,6,93564,48,22,4.6363635,9,19.99999925,2.00000075,19,11,11,196729,26.9357713,1,1089.402847
20,6,94060,48,22,4.6363635,9,19.99999925,2.00000075,19,11,11,197642,26.9357713,1,1096.368692
22,14,316,2,2,5,0.1,2,0.1,2,16,10,2331,26.9357713,2,16.08380787
22,14,354,2,2,5,0.1,2,0.1,2,16,10,2494,26.9357713,2,23.08773148
22,14,378,2,2,5,0.1,2,0.1,2,16,11,2616,26.9357713,2,30.09158565
38,6,224,1,1,5,0.1,1,0.1,29,162,7,231019,34,2,8.062592593
38,6,321,1,2,5,0.1,2,0.1,35,165,7,245533,34,2,15.06814815
38,6,444,1,2,5,0.1,2,0.1,35,166,7,259590,34,2,22.07696759
19,2,2036,1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,2110,25,1,90.71450231
19,2,2166,1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,2242,25,1,97.71738426
19,2,2264,1,0.1,0.1,0.1,0.1,0.1,0.1,3,0.1,2341,25,1,104.7228588
19,15,2638,6,3,5,2,3,0.1,5,7,2,15480,18,5,111.5709606
19,15,2719,6,3,5,2,3,0.1,5,8,2,17060,18,5,118.576956
19,15,2766,6,3,5,2,3,0.1,5,8,2,18545,18,5,125.5811111
9,5,27,0.1,0.1,0.1,0.1,0.1,0.1,21,8,118,335,38,1,353.3347454
9,5,27,0.1,0.1,0.1,0.1,0.1,0.1,21,8,118,335,38,1,360.3368171
9,5,27,0.1,0.1,0.1,0.1,0.1,0.1,21,8,118,335,38,1,367.3390856
45,5,4835,4,4,5,2,4,0.1,0.1,1,0.1,6655,28,1,1456.668634
45,5,4877,4,4,5,2,4,0.1,0.1,1,0.1,6697,28,1,1463.670104
45,5,4921,4,4,5,2,4,0.1,0.1,1,0.1,6744,28,1,1470.672824
18,9,70,0.1,0.1,0.1,0.1,0.1,0.1,1,22,11,489,22,2,74.24403935
18,9,73,0.1,0.1,0.1,0.1,0.1,0.1,1,22,11,506,22,2,81.25094907
18,9,75,0.1,0.1,0.1,0.1,0.1,0.1,1,22,11,522,22,2,88.25584491
16,6,1020,4,2,5,1,2,0.1,10,13,3,34233,29,4,598.8705787
16,6,1021,4,2,5,1,2,0.1,10,13,3,34363,29,4,605.8733449
16,6,1027,4,2,5,1,2,0.1,10,13,3,34470,29,4,612.8788542
31,9,30037,47,67,4.8208957,140,64,3,12472,358,950,4981867,29,4,152.3858218
31,9,30549,47,67,4.8208957,141,64,3,12779,372,980,5219466,29,4,159.4013426
31,9,32231,48,71,4.830986,143,68,3,14253,415,1117,6006628,29,4,180.9516782
35,16,10945,10,10,4.2,7,8,2,1767,224,889,3169096,22,5,163.700081
35,16,11052,10,10,4.2,7,8,2,1799,224,893,3234895,22,5,170.7021065
35,16,11114,10,10,4.2,7,8,2,1832,223,902,3335408,22,5,177.7041551
41,6,774,0.1,2,3,0.1,1,1,16,120,4,93255,30,2,152.7159606
41,6,812,0.1,2,3,0.1,1,1,16,123,4,95609,30,2,159.7200926
41,6,832,0.1,2,3,0.1,1,1,16,126,4,97424,30,2,166.7243519
46,32,87158,148,48,4.5833335,19,43.000002,4.999998,852,87,255,11187894,26.9357713,1,938.5818403
46,32,87916,148,48,4.5833335,19,43.000002,4.999998,862,87,255,11304723,26.9357713,1,945.5834375
46,32,88824,150,48,4.5833335,19,43.000002,4.999998,874,86,257,11428184,26.9357713,1,952.5859722
39,1,3070,5,4,5,2,4,0.1,54,36,23,1542447,26.9357713,1,1256.207361
39,1,3074,5,4,5,2,4,0.1,54,36,23,1552676,26.9357713,1,1263.210093
39,1,3077,5,4,5,2,4,0.1,54,36,23,1562101,26.9357713,1,1270.214942
38,10,33473,30,81,5,26,81,0.1,6,13,3,45613,109,1,10.30012731
38,10,45284,38,103,5,36,103,0.1,8,13,3,59452,109,1,17.31019676
38,10,55207,47,123,5,44,123,0.1,10,13,3,70974,109,1,24.31633102
36,9,6,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,12448,28,4,151.8234954
36,9,6,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,12463,28,4,158.9000347
36,9,6,0.1,0.1,0.1,0.1,0.1,0.1,7,22,5,12480,28,4,165.9027431
23,8,676,4,6,4.3333335,1,5.00000025,0.99999975,154,290,28,1431149,22,4,793.5939815
23,8,681,4,6,4.3333335,1,5.00000025,0.99999975,155,290,28,1463375,22,4,800.5972454
23,8,683,4,6,4.3333335,1,5.00000025,0.99999975,160,290,29,1494855,23,4,807.6027778
31,7,16211,72,85,4.952941,73,84,1,613,94,7,660473,36,4,152.4822685
31,7,16322,72,85,4.952941,73,84,1,620,95,7,668524,36,4,159.4978704
31,7,17097,74,86,4.9534883,73,85,1,644,95,7,824890,36,4,181.048206
20,15,7039,5,0.1,0.1,0.1,0.1,0.1,23,32,9,82337,32,3,346.6562037
20,15,7287,8,1,5,0.1,1,0.1,23,32,9,84088,32,3,353.6631597
20,15,7577,8,1,5,0.1,1,0.1,23,32,9,86032,32,3,360.6299306
30,4,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,2,20,1,10.20974537
30,4,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,2,20,1,17.21388889
30,4,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2,0.1,2,20,1,24.21737269
16,18,168,0.1,0.1,0.1,0.1,0.1,0.1,5,2,15,271,22,1,11.54040509
16,18,285,0.1,0.1,0.1,0.1,0.1,0.1,6,1,16,398,22,1,18.5455787
16,18,412,0.1,0.1,0.1,0.1,0.1,0.1,6,1,17,525,22,1,25.54890046
44,1,7070250,936,458,3.9606986,80,339,119,223,2,0.1,7513750,39,1,1293.275729
44,1,7280025,958,474,3.987342,81,354,120,227,2,0.1,7724305,39,1,1300.283032
44,1,7492099,973,497,3.9778671,86,370,127,237,2,0.1,7937058,39,1,1307.294664
11,2,810,1,2,5,0.1,2,0.1,34,49,62,81541,21,2,336.4064352
11,2,853,1,2,5,0.1,2,0.1,34,49,62,84183,21,2,343.4118171
11,2,885,1,2,5,0.1,2,0.1,34,49,62,86847,21,2,350.4153356
